date_of_report,date_of_reports,ref,deceased_name,deceased_names,coroner_name,coroner_area,category,this_report_is_being_sent_to,these_report_are_being_sent_to,url
9 January 2019,,2019-0005,Marian Hoskins,,Alison Hewitt,City of London,Hospital Death (Clinical Procedures and medical management) related deaths,Barts Health NHS Trust,,https://www.judiciary.uk/prevention-of-future-death-reports/marian-hoskins/
2 January 2019,,2019-0001,Alexandre Parr,,David Ridley,Wiltshire and Swindon,Service Personnel related deaths,Civil Aviation Authority,,https://www.judiciary.uk/prevention-of-future-death-reports/alexandre-parr/
16 January 2019,,2019-0022,George Thompson,,Christopher Morris,Manchester (South),Community health care related deaths,Highlands and Trafalgar Square Surgery,,https://www.judiciary.uk/prevention-of-future-death-reports/george-thompson/
11 January 2019,,2019-0021,Amanda Briley,,Lydia Brown,Leicester City and Leicestershire South,Mental Health related deaths,Clinical Commissioning Group,,https://www.judiciary.uk/prevention-of-future-death-reports/amanda-briley/
11 January 2019,,2019-0017,Ruth Gregory,,Alison Mutch,Manchester (South),Care Home Health related deaths,Reinbek Care Home,,https://www.judiciary.uk/prevention-of-future-death-reports/ruth-gregory/
11 January 2019,,2019-0018,Elizabeth Curtis,,Maria Voisin,Avon,Hospital Death (Clinical Procedures and medical management) related deaths,NHS Improvements,,https://www.judiciary.uk/prevention-of-future-death-reports/elizabeth-curtis/
11 January 2019,,2019-0016,Jacqueline Elliott,,Alison Mutch,Manchester (South),"Alcohol, drug and medication related deaths; Community health care related deaths",Delamere Medical Practice,,https://www.judiciary.uk/prevention-of-future-death-reports/jacqueline-elliott/
18 January 2019,,2019-0030,Norman Pirie,,Edwin Buckett,London Inner (North),Hospital Death (Clinical Procedures and medical management) related deaths,Royal London Hospital,,https://www.judiciary.uk/prevention-of-future-death-reports/norman-pirie/
23 January 2019,,2019-0028,Tyrone Givans,,ME Hassell,London Inner (North),State Custody related deaths,HMP Pentonville; Care UK; NOMS,,https://www.judiciary.uk/prevention-of-future-death-reports/tyrone-givans/
25 January 2019,,2019-0029,Gareth Bickerstaff,,Lisa Hashmi,Manchester (North),Emergency Services related deaths; Mental Health related deaths,Joint Royal Colleges Ambulance Liaison Committee,,https://www.judiciary.uk/prevention-of-future-death-reports/gareth-bickerstaff/
22 January 2019,,2019-0026,Ann Swoffer,,Louise Hunt,Birmingham and Solihull,Hospital Death (Clinical Procedures and medical management) related deaths,University Hospitals Birmingham NHS Trust,,https://www.judiciary.uk/prevention-of-future-death-reports/ann-swoffer/
17 January 2019,,2019-0025,Mylon Sheppard,,Sean McGovern,Warwickshire,Hospital Death (Clinical Procedures and medical management) related deaths,Coventry NHS Trust,,https://www.judiciary.uk/prevention-of-future-death-reports/mylon-sheppard/
21 January 2019,,2019-0024,Neil Black,,Louise Hunt,Birmingham and Solihull,Hospital Death (Clinical Procedures and medical management) related deaths; Mental Health related deaths,Birmingham Community Healthcare NHS Trust,,https://www.judiciary.uk/prevention-of-future-death-reports/neil-black/
17 January 2019,,2019-0023,Mark Harris,,Jacqueline Devonish,Suffolk,Mental Health related deaths; Emergency services related deaths (2019 onwards),Melbourne Ambulance Station; Emergency Operation Centre Norwich,,https://www.judiciary.uk/prevention-of-future-death-reports/mark-harris/
23 January 2019,,2019-0027,Gail Bailey,,Paul Smith,Lincolnshire,Hospital Death (Clinical Procedures and medical management) related deaths; Emergency services related deaths (2019 onwards),United Lincolnshire Hospitals NHS Trust,,https://www.judiciary.uk/prevention-of-future-death-reports/gail-bailey/
15 January 2019,,2019-0020,Marie Millward-Winter,,Rachel Galloway,Manchester (City),Care Home Health related deaths,Each Step Nursing Home,,https://www.judiciary.uk/prevention-of-future-death-reports/marie-winter/
15 January 2019,,2019-0019,John Preece,,Roger Barkley,South Wale Central,Hospital Death (Clinical Procedures and medical management) related deaths,Cardiff & Vale University Health Board; Nursing & Midwifery Council,,https://www.judiciary.uk/prevention-of-future-death-reports/john-preece/
19 December 2018,,2018-0396,Kirsty Walker,,Anna Crawford,Surrey,Hospital Death (Clinical Procedures and medical management) related deaths,Department for Health and Social Care; NHS England,,https://www.judiciary.uk/prevention-of-future-death-reports/kirsty-walker/
18 December 2018,,2018-0395,Ruth Edwards,,Rachel Knight,SouthWale Central,Suicide (from 2015; Mental Health related deaths; Community health care and emergency services related deaths,Cardiff and Vale University Health Board; West Quay Surgery,,https://www.judiciary.uk/prevention-of-future-death-reports/ruth-edwards/
18 December 2018,,2018-0394,Susan Longden,,Peter Harrowing,Avon,Hospital Death (Clinical Procedures and medical management) related deaths,NHS Digital,,https://www.judiciary.uk/prevention-of-future-death-reports/susan-longden/
19 December 2018,,2018-0393,Michal Netyks,,Andre Rebello,Liverpool & Wirral,State Custody related deaths,Home Office; MOJ,,https://www.judiciary.uk/prevention-of-future-death-reports/michal-netyks/
18 December 2018,,2018-0392,Natalie Hunter,,Caroline Sumeray,Isle of Wight,"Hospital Death (Clinical Procedures and medical management) related deaths; Mental Health related deaths; Alcohol, drug and medication related deaths; Suicide (from 2015)",St Mary’s Hospital NHS Trust,,https://www.judiciary.uk/prevention-of-future-death-reports/natalie-hunter/
18 December 2018,,2018-0391,Jacqueline Valvona,,Caroline Sumeray,Isle of Wight,Road (Highways Safety) related deaths,Isle of Wight Council,,https://www.judiciary.uk/prevention-of-future-death-reports/jacqueline-valvona/
12 December 2018,,2018-0390,Edward Farmer,,Karen Dilks,Newcastle upon Tyne,"Alcohol, drug and medication related deaths",Department for Education,,https://www.judiciary.uk/prevention-of-future-death-reports/edward-farmer/
18 December 2018,,2018-0389,John Duckenfield,,David Urpeth,South Yorkshire (West),Care Home Health related deaths,Brancaster Care,,https://www.judiciary.uk/prevention-of-future-death-reports/john-duckenfield/
18 December 2018,,2018-0388,John Delahaye,,Emma Brown,Birmingham and Solihull,Suicide (from 2015); State Custody related deaths,NHS England; Birmingham and Solihull Mental Health NHS Trust; G4S; MOJ; Birmingham Community NHS Trust,,https://www.judiciary.uk/prevention-of-future-death-reports/john-delahaye/
14 December 2018,,2018-0387,Barnaby Aylward,,John Broadbridge,West Yorkshire (West),Community health care and emergency services related deaths,SW Yorks NHS Trust; Together Housing; West Yorkshire Fire and Rescue Service,,https://www.judiciary.uk/prevention-of-future-death-reports/barnaby-aylward/
12 December 2018,,2018-0384,Benjamin Williamson,,Andrew Cox,Cornwall and Isle of Scilly,"Suicide (from 2015), Alcohol, drug and medication related deaths",CMHT Commissioners; Addaction,,https://www.judiciary.uk/prevention-of-future-death-reports/benjamin-williamson/
10 December 2018,,2018-0386,Christopher McGuffie,,Jeremy Chipperfield,County Durham and Darlington,Suicide (from 2015); Railway related deaths,Northern Rail Limited,,https://www.judiciary.uk/prevention-of-future-death-reports/christopher-mcguffie/
12 December 2018,,2018-0385,Neil Swaisland,,Thoma Osborne,Milton Keynes,Suicide (from 2015); Hospital Death (Clinical Procedures and medical management) related deaths,Milton Keynes Council; Milton Keynes CCG,,https://www.judiciary.uk/prevention-of-future-death-reports/neil-swaisland/
5 December 2018,,,Sylvia Mitchell,,Zafar Siddique,Black Country,Hospital Death (Clinical Procedures and medical management) related deaths; Community health care and emergency services related deaths,Sandwell and West Birmingham NHS Trust; Oaks Medical Centre,,https://www.judiciary.uk/prevention-of-future-death-reports/sylvia-mitchell/
19 October 2018,,2018-0382,Trystan Bryant,,Ian Arrow,"Plymouth, Torbay and South Devon",Community health care and emergency services related deaths; Mental Health related deaths,"NPCC, Dyfed-Powys Police",,https://www.judiciary.uk/prevention-of-future-death-reports/trystan-bryant/
11 December 2018,,2018-0381,John Mayhew,,Crispin Oliver,County Durham and Darlington,State Custody related deaths,NOMS; HM Inspector of Prisons; Independent Advisory Panel on Deaths in Custody,,https://www.judiciary.uk/prevention-of-future-death-reports/john-mayhew/
11 December 2018,,2018-0380,Rowan Lloyd,,Brendan Allen,Dorset,Road (Highways Safety) related deaths,Dorset Highways Department,,https://www.judiciary.uk/prevention-of-future-death-reports/rowan-lloyd/
6 December 2018,,2018-0379,John Kirby,,Veronica Hamilton-Deeley,Brighton and Hove,Hospital Death (Clinical Procedures and medical management) related deaths,Sussex NHS Trust; Medico Legal Manager,,https://www.judiciary.uk/prevention-of-future-death-reports/john-kirby/
6 December 2018,,2018-0377,Veronica Gregory,,Nigel Meadows,Manchester (City),Care Home Health related deaths,Zinnia Healthcare Limited,,https://www.judiciary.uk/prevention-of-future-death-reports/veronica-gregory/
6 December 2018,,2018-0378,Simon Healey,,Heidi Connor,Berkshire,Hospital Death (Clinical Procedures and medical management) related deaths,Ramsay Healthcare UK; Independent Healthcare Providers Network,,https://www.judiciary.uk/prevention-of-future-death-reports/simon-healey/
28 November 2018,,2018-0376,Ronald Houchin,,Tanyka Rawden,South Yorkshire (West),Care Home Health related deaths,Rosehill House Care Home,,https://www.judiciary.uk/prevention-of-future-death-reports/ronald-houchin/
30 November 2018,,2018-0375,Thomas Nicol,,Geoffrey Sullivan,Hertfordshire,State Custody related deaths; Suicide (from 2015),MOJ; NHS England,,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-nicol/
30 November 2018,,2018-0374,Bradley Brown,,Lisa Hashmi,Manchester (North),State Custody related deaths,MOJ; NHS England,,https://www.judiciary.uk/prevention-of-future-death-reports/bradley-brown/
29 November 2018,,2018-0373,Luke Saxton,,Robert Turnbull,North Yorkshire,Road (Highways Safety) related deaths,North Yorkshire County Council,,https://www.judiciary.uk/prevention-of-future-death-reports/luke-saxton/
27 August 2018,,2018-0371,Peter Gledhill,,Martin Fleming,West Yorkshire (West),Other related deaths,Midgehole Working Mens Club,,https://www.judiciary.uk/prevention-of-future-death-reports/peter-gledhill/
21 November 2018,,2018-0370,Ursula Keogh,,Martin Fleming,West Yorkshire (West),Child Death (from 2015),Department of Health; NHS Calderdale CCG; Calderdale Council,,https://www.judiciary.uk/prevention-of-future-death-reports/ursula-keogh/
1 August 2018,,2018-0369,Jerome Jones,,Joanne Lees,"Shropshire, Telford & Wrekin",State Custody related deaths,HMP Stoke; Shropshire Community Health NHS Trust,,https://www.judiciary.uk/prevention-of-future-death-reports/jerome-jones/
20 November 2018,,2018-0368,Suleyman Yalcin,,Andrew Walker,London (North),"Alcohol, drug and medication related deaths; Road (Highways Safety) related deaths",Metropolitan Police,,https://www.judiciary.uk/prevention-of-future-death-reports/suleyman-yalcin/
22 November 2018,,2018-0365,Matthew Craven,,Alison Mutch,Manchester (South),Hospital Death (Clinical Procedures and medical management) related deaths; Mental Health related deaths,Pennine Care NHS Trust,,https://www.judiciary.uk/prevention-of-future-death-reports/matthew-craven/
22 November 2018,,2018-0367,Savannah-Rose Owen,,Alison Mutch,Manchester (South),Child Death (from 2015); Product related deaths,Department of Health,,https://www.judiciary.uk/prevention-of-future-death-reports/savannah-rose-owen/
8 May 2019,,2019-0488,Bernard O’Flynn,,Christopher Willilams,London Inner (South),State Custody related deaths,Oxleas NHS Trust,,https://www.judiciary.uk/prevention-of-future-death-reports/bernard-oflynn/
8 May 2019,,2019-0479,Edward Hearn,,Andrew Harris,London Inner (South),Hospital Death (Clinical Procedures and medical management) related deaths,Kings College Hospital; MHRA; Amgen Limited,,https://www.judiciary.uk/prevention-of-future-death-reports/104318-2/
22 November 2018,,2018-0336,Karen Moran,,Alison Mutch,Manchester (South),Hospital Death (Clinical Procedures and medical management) related deaths,Tameside and Glossop CCG,,https://www.judiciary.uk/prevention-of-future-death-reports/karen-moran/
21 November 2018,,2018-0364,Roy Burgess,,Sarah Slater,South Yorkshire (East),Hospital Death (Clinical Procedures and medical management) related deaths,Doncaster Bassetlaw Teaching Hospital; Department of Health and Social Care,,https://www.judiciary.uk/prevention-of-future-death-reports/roy-burgess/
21 November 2018,,2018-0363,Ben Walmsley,,Joanne Kearsley,Manchester (North),Child Death (from 2015); Mental Health related deaths; Suicide (from 2015),Department of Education,,https://www.judiciary.uk/prevention-of-future-death-reports/ben-walmsley/
3 October 2018,,2018-0362,Canon Frost,,Nigel Parsley,Suffolk,Other related deaths,Head of the Roman Catholic Church of England and Wales,,https://www.judiciary.uk/prevention-of-future-death-reports/brian-frost-2/
13 November 2018,,2018-0361,Matthew Arkle,,Nigel Parsley,Suffolk,Mental Health related deaths; Hospital Death (Clinical Procedures and medical management) related deaths,Norfolk and Suffolk NHS Trust,,https://www.judiciary.uk/prevention-of-future-death-reports/matthew-arkle/
19 November 2018,,2018-0359,Beryl Walsh,,J Robinson,Manchester (North),Care Home Health related deaths,Beechwood Lodge Care Home,,https://www.judiciary.uk/prevention-of-future-death-reports/beryl-walsh/
